paridadeCompra,paridadeVenda,cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
"1,76896","1,77705","5,21489","5,2423",2004-04-28 16:30:00.0,Fechamento Interbancário
"1,76961","1,77239","5,18974","5,19931",2004-04-28 17:42:00.0,Fechamento
"1,75917","1,76723","5,18955","5,231",2004-04-29 09:50:00.0,Abertura
"1,76367","1,77174","5,20106","5,2284",2004-04-29 10:10:00.0,Intermediário
"1,76696","1,77504","5,2037","5,23104",2004-04-29 10:30:00.0,Intermediário
"1,77155","1,77965","5,21367","5,24107",2004-04-29 11:00:00.0,Intermediário
"1,77444","1,78256","5,22395","5,25142",2004-04-29 11:30:00.0,Intermediário
"1,77275","1,78085","5,2172","5,2446",2004-04-29 12:00:00.0,Intermediário
"1,77075","1,77885","5,22371","5,25117",2004-04-29 12:30:00.0,Intermediário
"1,77135","1,77945","5,2432","5,27073",2004-04-29 13:00:00.0,Intermediário
"1,77085","1,77895","5,24172","5,26925",2004-04-29 13:30:00.0,Intermediário
"1,77055","1,77865","5,24083","5,26836",2004-04-29 14:00:00.0,Intermediário
"1,77165","1,77975","5,27952","5,30899",2004-04-29 14:30:00.0,Intermediário
"1,76965","1,77775","5,24878","5,27636",2004-04-29 15:00:00.0,Intermediário
"1,76905","1,77715","5,23816","5,2657",2004-04-29 15:30:00.0,Intermediário
"1,76985","1,77795","5,24761","5,27518",2004-04-29 16:00:00.0,Intermediário
"1,77085","1,77895","5,24703","5,27459",2004-04-29 16:30:00.0,Fechamento Interbancário
"1,77241","1,77519","5,23109","5,24072",2004-04-29 19:16:00.0,Fechamento
"1,76905","1,77715","5,20631","5,24792",2004-04-30 09:40:00.0,Abertura
"1,77315","1,78126","5,2237","5,25294",2004-04-30 10:00:00.0,Intermediário
"1,77434","1,78246","5,23253","5,26004",2004-04-30 10:30:00.0,Intermediário
"1,77385","1,78196","5,23108","5,25856",2004-04-30 11:00:00.0,Intermediário
"1,77404","1,78216","5,23342","5,2645",2004-04-30 11:30:00.0,Intermediário
"1,76945","1,77755","5,20749","5,23666",2004-04-30 12:00:00.0,Intermediário
"1,76915","1,77725","5,19776","5,22512",2004-04-30 12:30:00.0,Intermediário
"1,77065","1,77875","5,20571","5,23308",2004-04-30 13:00:00.0,Intermediário
"1,77005","1,77815","5,20395","5,23132",2004-04-30 13:30:00.0,Intermediário
"1,77155","1,77965","5,20836","5,23573",2004-04-30 14:00:00.0,Intermediário
"1,77285","1,78095","5,21218","5,23955",2004-04-30 14:30:00.0,Intermediário
"1,77255","1,78065","5,2113","5,23689",2004-04-30 15:00:00.0,Intermediário
"1,77215","1,78025","5,2048","5,23037",2004-04-30 15:30:00.0,Intermediário
"1,77504","1,78316","5,20264","5,22823",2004-04-30 16:00:00.0,Intermediário
"1,77395","1,78206","5,19945","5,225",2004-04-30 16:30:00.0,Fechamento Interbancário
"1,77711","1,77989","5,23163","5,24124",2004-04-30 18:02:00.0,Fechamento
"1,76985","1,77795","5,20513","5,24673",2004-05-03 09:51:00.0,Abertura
"1,76975","1,77785","5,21545","5,24288",2004-05-03 10:00:00.0,Intermediário
"1,76856","1,77665","5,2031","5,23046",2004-05-03 10:30:00.0,Intermediário
"1,76876","1,77685","5,209","5,23638",2004-05-03 11:00:00.0,Intermediário
"1,77275","1,78085","5,23316","5,26063",2004-05-03 11:30:00.0,Intermediário
"1,77075","1,77885","5,22017","5,24761",2004-05-03 12:00:00.0,Intermediário
"1,76896","1,77705","5,21843","5,24407",2004-05-03 12:30:00.0,Intermediário
"1,76856","1,77665","5,2314","5,26066",2004-05-03 13:00:00.0,Intermediário
"1,76836","1,77645","5,23258","5,26007",2004-05-03 13:30:00.0,Intermediário
"1,76716","1,77524","5,22903","5,25649",2004-05-03 14:00:00.0,Intermediário
"1,76736","1,77544","5,22962","5,25708",2004-05-03 14:30:00.0,Intermediário
"1,76816","1,77625","5,24436","5,27191",2004-05-03 15:00:00.0,Intermediário
"1,76786","1,77594","5,24524","5,27277",2004-05-03 15:30:00.0,Intermediário
"1,76736","1,77544","5,2632","5,30324",2004-05-03 16:00:00.0,Intermediário
"1,76736","1,77544","5,2632","5,29259",2004-05-03 16:30:00.0,Fechamento Interbancário
"1,77051","1,77329","5,2338","5,24344",2004-05-03 17:47:00.0,Fechamento
"1,78642","1,79458","5,29316","5,33529",2004-05-04 09:54:00.0,Abertura
"1,78961","1,79779","5,30619","5,33404",2004-05-04 10:00:00.0,Intermediário
"1,78862","1,79679","5,29074","5,3167",2004-05-04 10:30:00.0,Intermediário
"1,78842","1,79659","5,30088","5,32869",2004-05-04 11:00:00.0,Intermediário
"1,78762","1,79578","5,30566","5,33347",2004-05-04 11:30:00.0,Intermediário
"1,79051","1,79869","5,32856","5,3565",2004-05-04 12:00:00.0,Intermediário
"1,78852","1,79669","5,30296","5,33258",2004-05-04 12:30:00.0,Intermediário
"1,78722","1,79538","5,29911","5,32869",2004-05-04 13:00:00.0,Intermediário
"1,78393","1,79208","5,29292","5,32069",2004-05-04 13:30:00.0,Intermediário
"1,78452","1,79268","5,29467","5,32247",2004-05-04 14:00:00.0,Intermediário
"1,78492","1,79308","5,29586","5,32365",2004-05-04 14:30:00.0,Intermediário
"1,78572","1,79388","5,31252","5,33859",2004-05-04 15:00:00.0,Intermediário
"1,78792","1,79609","5,29939","5,3272",2004-05-04 15:30:00.0,Intermediário
"1,78832","1,79649","5,30773","5,33558",2004-05-04 16:00:00.0,Intermediário
"1,78712","1,79528","5,30417","5,33019",2004-05-04 16:30:00.0,Fechamento Interbancário
"1,7947","1,7975","5,32811","5,33786",2004-05-04 17:44:00.0,Fechamento
"1,79041","1,79859","5,29603","5,33822",2004-05-05 09:46:00.0,Abertura
"1,78971","1,79789","5,29217","5,31996",2004-05-05 10:00:00.0,Intermediário
"1,78951","1,79769","5,29516","5,32476",2004-05-05 10:30:00.0,Intermediário
"1,78842","1,79659","5,2973","5,32509",2004-05-05 11:00:00.0,Intermediário
"1,78592","1,79408","5,29704","5,32483",2004-05-05 11:30:00.0,Intermediário
"1,78572","1,79388","5,29466","5,32244",2004-05-05 12:00:00.0,Intermediário
"1,78802","1,79619","5,29969","5,3275",2004-05-05 12:30:00.0,Intermediário
"1,78961","1,79779","5,30082","5,32865",2004-05-05 13:00:00.0,Intermediário
"1,78941","1,79759","5,30023","5,32806",2004-05-05 13:30:00.0,Intermediário
"1,79021","1,79839","5,3026","5,33043",2004-05-05 14:00:00.0,Intermediário
"1,78941","1,79759","5,30023","5,32806",2004-05-05 14:30:00.0,Intermediário
"1,78852","1,79669","5,29223","5,32",2004-05-05 15:00:00.0,Intermediário
"1,78911","1,79729","5,29755","5,32537",2004-05-05 15:30:00.0,Intermediário
"1,78892","1,79709","5,28805","5,31939",2004-05-05 16:00:00.0,Intermediário
"1,78872","1,79689","5,28388","5,31161",2004-05-05 16:30:00.0,Fechamento Interbancário
"1,7921","1,7949","5,30605","5,31578",2004-05-05 17:39:00.0,Fechamento
"1,79121","1,79939","5,31631","5,35858",2004-05-06 09:55:00.0,Abertura
"1,79301","1,8012","5,32345","5,34956",2004-05-06 10:00:00.0,Intermediário
"1,79171","1,79989","5,33034","5,35827",2004-05-06 10:30:00.0,Intermediário
"1,78882","1,79699","5,33426","5,36222",2004-05-06 11:00:00.0,Intermediário
"1,78931","1,79749","5,34288","5,3709",2004-05-06 11:30:00.0,Intermediário
"1,79051","1,79869","5,36437","5,39247",2004-05-06 12:00:00.0,Intermediário
"1,79031","1,79849","5,35303","5,37928",2004-05-06 12:30:00.0,Intermediário
"1,79031","1,79849","5,35482","5,38468",2004-05-06 13:00:00.0,Intermediário
"1,78882","1,79699","5,35036","5,38019",2004-05-06 13:30:00.0,Intermediário
"1,79101","1,79919","5,35691","5,38677",2004-05-06 14:00:00.0,Intermediário
"1,79121","1,79939","5,35751","5,38737",2004-05-06 14:30:00.0,Intermediário
"1,79141","1,79959","5,37244","5,40057",2004-05-06 15:00:00.0,Intermediário
"1,79151","1,79969","5,36378","5,39187",2004-05-06 15:30:00.0,Intermediário
"1,79141","1,79959","5,37065","5,40057",2004-05-06 16:00:00.0,Intermediário
"1,79021","1,79839","5,36705","5,39517",2004-05-06 16:30:00.0,Fechamento Interbancário
"1,7951","1,7979","5,36573","5,37554",2004-05-06 17:41:00.0,Fechamento
"1,78542","1,79358","5,37947","5,42199",2004-05-07 09:55:00.0,Abertura
"1,78622","1,79438","5,43011","5,4585",2004-05-07 10:00:00.0,Intermediário
"1,78472","1,79288","5,39699","5,42525",2004-05-07 10:30:00.0,Intermediário
"1,78532","1,79348","5,40059","5,42886",2004-05-07 11:00:00.0,Intermediário
"1,78522","1,79338","5,43242","5,45905",2004-05-07 11:30:00.0,Intermediário
"1,78253","1,79067","5,45276","5,48303",2004-05-07 12:00:00.0,Intermediário
"1,78193","1,79007","5,50438","5,53132",2004-05-07 12:30:00.0,Intermediário
"1,78033","1,78847","5,47808","5,51028",2004-05-07 13:00:00.0,Intermediário
"1,78153","1,78967","5,47464","5,50681",2004-05-07 13:30:00.0,Intermediário
"1,78113","1,78927","5,47341","5,50558",2004-05-07 14:00:00.0,Intermediário
"1,78113","1,78927","5,47341","5,50558",2004-05-07 14:30:00.0,Intermediário
"1,78203","1,79017","5,47083","5,50477",2004-05-07 15:00:00.0,Intermediário
"1,78393","1,79208","5,46418","5,49273",2004-05-07 15:30:00.0,Intermediário
"1,78373","1,79188","5,46178","5,49032",2004-05-07 16:00:00.0,Intermediário
"1,78472","1,79288","5,46303","5,49159",2004-05-07 16:30:00.0,Fechamento Interbancário
"1,78621","1,78899","5,44723","5,45714",2004-05-07 17:53:00.0,Fechamento
"1,77095","1,77905","5,52891","5,57198",2004-05-10 09:38:00.0,Abertura
"1,76866","1,77675","5,51114","5,54346",2004-05-10 10:00:00.0,Intermediário
"1,76836","1,77645","5,49606","5,52476",2004-05-10 10:30:00.0,Intermediário
"1,77045","1,77855","5,55213","5,58465",2004-05-10 11:00:00.0,Intermediário
"1,77165","1,77975","5,56298","5,59375",2004-05-10 11:30:00.0,Intermediário
"1,77315","1,78126","5,55528","5,58603",2004-05-10 12:00:00.0,Intermediário
"1,77095","1,77905","5,52536","5,55597",2004-05-10 12:30:00.0,Intermediário
"1,76866","1,77675","5,47577","5,50615",2004-05-10 13:00:00.0,Intermediário
"1,76995","1,77805","5,47977","5,51018",2004-05-10 13:30:00.0,Intermediário
"1,76985","1,77795","5,47946","5,50987",2004-05-10 14:00:00.0,Intermediário
"1,77115","1,77925","5,48348","5,5139",2004-05-10 14:30:00.0,Intermediário
"1,77195","1,78005","5,5214","5,5502",2004-05-10 15:00:00.0,Intermediário
"1,77195","1,78005","5,52317","5,55198",2004-05-10 15:30:00.0,Intermediário
"1,77325","1,78136","5,56801","5,60238",2004-05-10 16:00:00.0,Intermediário
"1,77315","1,78126","5,56769","5,5985",2004-05-10 16:30:00.0,Fechamento Interbancário
"1,77591","1,77869","5,54812","5,55823",2004-05-10 17:40:00.0,Fechamento
"1,75488","1,76292","5,48049","5,52323",2004-05-11 09:57:00.0,Abertura
"1,75538","1,76342","5,46801","5,50187",2004-05-11 10:00:00.0,Intermediário
"1,75538","1,76342","5,45221","5,48424",2004-05-11 10:30:00.0,Intermediário
"1,75289","1,76091","5,45149","5,48171",2004-05-11 11:00:00.0,Intermediário
"1,75329","1,76132","5,47026","5,5006",2004-05-11 11:30:00.0,Intermediário
"1,75229","1,76031","5,44437","5,47632",2004-05-11 12:00:00.0,Intermediário
"1,75229","1,76031","5,41458","5,4464",2004-05-11 12:30:00.0,Intermediário
"1,75089","1,75891","5,405","5,43503",2004-05-11 13:00:00.0,Intermediário
"1,75179","1,75981","5,40778","5,43605",2004-05-11 13:30:00.0,Intermediário
"1,75149","1,75951","5,40685","5,43513",2004-05-11 14:00:00.0,Intermediário
"1,75289","1,76091","5,41117","5,43945",2004-05-11 14:30:00.0,Intermediário
"1,75339","1,76142","5,40395","5,4375",2004-05-11 15:00:00.0,Intermediário
"1,75289","1,76091","5,39189","5,4236",2004-05-11 15:30:00.0,Intermediário
"1,75309","1,76112","5,389","5,41721",2004-05-11 16:00:00.0,Intermediário
"1,75179","1,75981","5,385","5,41318",2004-05-11 16:30:00.0,Fechamento Interbancário
"1,75352","1,75628","5,44345","5,45343",2004-05-11 17:51:00.0,Fechamento
"1,76406","1,77214","5,42448","5,46705",2004-05-12 21:08:00.0,Abertura
"1,77201","1,77479","5,5292","5,5393",2004-05-12 21:30:00.0,Fechamento
"1,76167","1,76973","5,50346","5,54633",2004-05-13 09:36:00.0,Abertura
"1,76087","1,76893","5,50976","5,53852",2004-05-13 10:00:00.0,Intermediário
"1,76217","1,77023","5,54379","5,57977",2004-05-13 10:30:00.0,Intermediário
"1,76087","1,76893","5,51681","5,5456",2004-05-13 11:00:00.0,Intermediário
"1,76017","1,76823","5,48645","5,51865",2004-05-13 11:30:00.0,Intermediário
"1,75927","1,76733","5,47837","5,507",2004-05-13 12:00:00.0,Intermediário
"1,75858","1,76663","5,48325","5,51542",2004-05-13 12:30:00.0,Intermediário
"1,75458","1,76262","5,46903","5,49585",2004-05-13 13:00:00.0,Intermediário
"1,75558","1,76362","5,47214","5,49897",2004-05-13 13:30:00.0,Intermediário
"1,75578","1,76382","5,47277","5,49959",2004-05-13 14:00:00.0,Intermediário
"1,75718","1,76522","5,47713","5,50396",2004-05-13 14:30:00.0,Intermediário
"1,75788","1,76592","5,49338","5,5238",2004-05-13 15:00:00.0,Intermediário
"1,75658","1,76462","5,50512","5,53561",2004-05-13 15:30:00.0,Intermediário
"1,75788","1,76592","5,50216","5,53086",2004-05-13 16:00:00.0,Intermediário
"1,75858","1,76663","5,50787","5,53662",2004-05-13 16:30:00.0,Fechamento Interbancário
"1,76152","1,76428","5,50845","5,51849",2004-05-13 17:41:00.0,Fechamento
"1,75229","1,76031","5,44962","5,49217",2004-05-14 09:51:00.0,Abertura
"1,75129","1,75931","5,429","5,45914",2004-05-14 10:00:00.0,Intermediário
"1,75329","1,76132","5,44046","5,4689",2004-05-14 10:30:00.0,Intermediário
"1,75957","1,76763","5,45115","5,48319",2004-05-14 11:05:00.0,Intermediário
"1,75408","1,76212","5,44642","5,47667",2004-05-14 11:30:00.0,Intermediário
"1,75578","1,76382","5,43414","5,46431",2004-05-14 12:00:00.0,Intermediário
"1,75488","1,76292","5,43486","5,46329",2004-05-14 12:30:00.0,Intermediário
"1,75508","1,76312","5,4232","5,45333",2004-05-14 13:00:00.0,Intermediário
"1,75518","1,76322","5,42351","5,45364",2004-05-14 13:30:00.0,Intermediário
"1,75498","1,76302","5,42289","5,45302",2004-05-14 14:00:00.0,Intermediário
"1,75518","1,76322","5,42351","5,45364",2004-05-14 14:30:00.0,Intermediário
"1,75418","1,76222","5,38709","5,41706",2004-05-14 15:00:00.0,Intermediário
"1,75558","1,76362","5,40368","5,43195",2004-05-14 15:30:00.0,Intermediário
"1,75518","1,76322","5,42","5,45188",2004-05-14 16:00:00.0,Intermediário
"1,75578","1,76382","5,4236","5,45197",2004-05-14 16:30:00.0,Fechamento Interbancário
"1,75902","1,76178","5,44839","5,45835",2004-05-14 17:40:00.0,Fechamento
"1,76596","1,77404","5,47624","5,51904",2004-05-17 09:34:00.0,Abertura
"1,77005","1,77815","5,50486","5,53716",2004-05-17 10:00:00.0,Intermediário
"1,76726","1,77534","5,52445","5,55859",2004-05-17 10:30:00.0,Intermediário
"1,76876","1,77685","5,53445","5,56332",2004-05-17 11:00:00.0,Intermediário
"1,76646","1,77454","5,50782","5,53656",2004-05-17 11:30:00.0,Intermediário
"1,76397","1,77204","5,50359","5,53585",2004-05-17 12:00:00.0,Intermediário
"1,76367","1,77174","5,51147","5,54023",2004-05-17 12:30:00.0,Intermediário
"1,76586","1,77394","5,50419","5,53292",2004-05-17 13:00:00.0,Intermediário
"1,76776","1,77584","5,51541","5,54595",2004-05-17 13:30:00.0,Intermediário
"1,76596","1,77404","5,5098","5,54033",2004-05-17 14:00:00.0,Intermediário
"1,76506","1,77314","5,50699","5,53752",2004-05-17 14:30:00.0,Intermediário
"1,76496","1,77304","5,50138","5,53188",2004-05-17 15:00:00.0,Intermediário
"1,76486","1,77294","5,50107","5,53157",2004-05-17 15:30:00.0,Intermediário
"1,76397","1,77204","5,51064","5,54117",2004-05-17 16:00:00.0,Intermediário
"1,76556","1,77364","5,51208","5,54263",2004-05-17 16:30:00.0,Fechamento Interbancário
"1,76822","1,77099","5,51897","5,52903",2004-05-17 17:44:00.0,Fechamento
"1,76406","1,77214","5,47211","5,5149",2004-05-18 09:36:00.0,Abertura
"1,76307","1,77114","5,47786","5,50647",2004-05-18 10:00:00.0,Intermediário
"1,76416","1,77224","5,4689","5,49749",2004-05-18 10:30:00.0,Intermediário
"1,76666","1,77474","5,47488","5,50524",2004-05-18 11:00:00.0,Intermediário
"1,76556","1,77364","5,47677","5,50538",2004-05-18 11:30:00.0,Intermediário
"1,76676","1,77484","5,49109","5,51975",2004-05-18 12:00:00.0,Intermediário
"1,76576","1,77384","5,49858","5,52551",2004-05-18 12:30:00.0,Intermediário
"1,76586","1,77394","5,50595","5,53469",2004-05-18 13:00:00.0,Intermediário
"1,76456","1,77264","5,5019","5,53064",2004-05-18 13:30:00.0,Intermediário
"1,76426","1,77234","5,50096","5,5297",2004-05-18 14:00:00.0,Intermediário
"1,76416","1,77224","5,50065","5,52939",2004-05-18 14:30:00.0,Intermediário
"1,76367","1,77174","5,52911","5,55972",2004-05-18 15:00:00.0,Intermediário
"1,76317","1,77124","5,5293","5,55815",2004-05-18 15:30:00.0,Intermediário
"1,76277","1,77083","5,51747","5,54624",2004-05-18 16:00:00.0,Intermediário
"1,76337","1,77144","5,51935","5,54815",2004-05-18 16:30:00.0,Fechamento Interbancário
"1,76472","1,76748","5,49904","5,50906",2004-05-18 19:43:00.0,Fechamento
"1,78013","1,78827","5,52196","5,5651",2004-05-19 09:56:00.0,Abertura
"1,78033","1,78847","5,52971","5,56035",2004-05-19 10:00:00.0,Intermediário
"1,77864","1,78677","5,51912","5,54792",2004-05-19 10:30:00.0,Intermediário
"1,77704","1,78516","5,50705","5,53578",2004-05-19 11:00:00.0,Intermediário
"1,77564","1,78376","5,48673","5,51539",2004-05-19 11:35:00.0,Intermediário
"1,77913","1,78727","5,50285","5,5316",2004-05-19 12:00:00.0,Intermediário
"1,77943","1,78757","5,51267","5,54504",2004-05-19 12:30:00.0,Intermediário
"1,77903","1,78717","5,53812","5,56703",2004-05-19 13:00:00.0,Intermediário
"1,77854","1,78667","5,5366","5,56548",2004-05-19 13:30:00.0,Intermediário
"1,77884","1,78697","5,53753","5,56641",2004-05-19 14:00:00.0,Intermediário
"1,77844","1,78657","5,53628","5,56517",2004-05-19 14:30:00.0,Intermediário
"1,77794","1,78607","5,55073","5,57968",2004-05-19 15:00:00.0,Intermediário
"1,77894","1,78707","5,56986","5,60246",2004-05-19 15:30:00.0,Intermediário
"1,78003","1,78817","5,57505","5,60412",2004-05-19 16:00:00.0,Intermediário
"1,77923","1,78737","5,57255","5,60162",2004-05-19 16:30:00.0,Fechamento Interbancário
"1,78231","1,78509","5,53425","5,54431",2004-05-19 17:45:00.0,Fechamento
"1,76955","1,77765","5,58293","5,62626",2004-05-20 09:54:00.0,Abertura
"1,76896","1,77705","5,5793","5,60837",2004-05-20 10:00:00.0,Intermediário
"1,77005","1,77815","5,56858","5,60295",2004-05-20 10:30:00.0,Intermediário
"1,76955","1,77765","5,57939","5,60849",2004-05-20 11:00:00.0,Intermediário
"1,76945","1,77755","5,62154","5,65083",2004-05-20 11:30:00.0,Intermediário
"1,76726","1,77534","5,60221","5,63315",2004-05-20 12:00:00.0,Intermediário
"1,76846","1,77655","5,64139","5,67252",2004-05-20 12:30:00.0,Intermediário
"1,76726","1,77534","5,65523","5,68641",2004-05-20 13:00:00.0,Intermediário
"1,76796","1,77605","5,65747","5,68869",2004-05-20 13:30:00.0,Intermediário
"1,76896","1,77705","5,66067","5,69189",2004-05-20 14:00:00.0,Intermediário
"1,76816","1,77625","5,65811","5,68933",2004-05-20 14:30:00.0,Intermediário
"1,76846","1,77655","5,6909","5,72049",2004-05-20 15:00:00.0,Intermediário
"1,76975","1,77785","5,66674","5,69979",2004-05-20 15:30:00.0,Intermediário
"1,76925","1,77735","5,68283","5,7124",2004-05-20 16:00:00.0,Intermediário
"1,77015","1,77825","5,68572","5,7153",2004-05-20 16:30:00.0,Fechamento Interbancário
"1,77621","1,77899","5,64924","5,6595",2004-05-20 17:46:00.0,Fechamento
"1,78822","1,79639","5,77595","5,8203",2004-05-21 09:57:00.0,Abertura
"1,79001","1,79819","5,79605","5,82614",2004-05-21 10:00:00.0,Intermediário
"1,78782","1,79598","5,74427","5,77408",2004-05-21 10:30:00.0,Intermediário
"1,78722","1,79538","5,72625","5,75958",2004-05-21 11:00:00.0,Intermediário
"1,78782","1,79598","5,72102","5,75073",2004-05-21 11:30:00.0,Intermediário
"1,78672","1,79488","5,69428","5,72746",2004-05-21 12:00:00.0,Intermediário
"1,78652","1,79468","5,70436","5,7358",2004-05-21 12:30:00.0,Intermediário
"1,78482","1,79298","5,68287","5,71602",2004-05-21 13:00:00.0,Intermediário
"1,78532","1,79348","5,68446","5,71761",2004-05-21 13:30:00.0,Intermediário
"1,78602","1,79418","5,68669","5,71985",2004-05-21 14:00:00.0,Intermediário
"1,78592","1,79408","5,68637","5,71953",2004-05-21 14:30:00.0,Intermediário
"1,78632","1,79448","5,73587","5,76746",2004-05-21 15:00:00.0,Intermediário
"1,78742","1,79558","5,74119","5,77279",2004-05-21 15:30:00.0,Intermediário
"1,78562","1,79378","5,72827","5,75803",2004-05-21 16:00:00.0,Intermediário
"1,78522","1,79338","5,70021","5,72985",2004-05-21 16:30:00.0,Fechamento Interbancário
"1,78721","1,78999","5,72676","5,7371",2004-05-21 17:39:00.0,Fechamento
"1,78592","1,79408","5,65065","5,69441",2004-05-24 09:37:00.0,Abertura
"1,78582","1,79398","5,65033","5,68153",2004-05-24 10:00:00.0,Intermediário
"1,78472","1,79288","5,66113","5,6906",2004-05-24 10:30:00.0,Intermediário
"1,78732","1,79548","5,66223","5,69347",2004-05-24 11:00:00.0,Intermediário
"1,78742","1,79558","5,68936","5,72072",2004-05-24 11:30:00.0,Intermediário
"1,78722","1,79538","5,68336","5,71469",2004-05-24 12:00:00.0,Intermediário
"1,78782","1,79598","5,70315","5,73636",2004-05-24 12:30:00.0,Intermediário
"1,78712","1,79528","5,70985","5,7431",2004-05-24 13:00:00.0,Intermediário
"1,78752","1,79568","5,71291","5,74797",2004-05-24 13:30:00.0,Intermediário
"1,78981","1,79799","5,72023","5,75537",2004-05-24 14:00:00.0,Intermediário
"1,78842","1,79659","5,71579","5,75088",2004-05-24 14:30:00.0,Intermediário
"1,78812","1,79629","5,68443","5,714",2004-05-24 15:00:00.0,Intermediário
"1,78882","1,79699","5,68845","5,71802",2004-05-24 15:30:00.0,Intermediário
"1,78782","1,79598","5,68169","5,71122",2004-05-24 16:00:00.0,Intermediário
"1,78752","1,79568","5,67895","5,70847",2004-05-24 16:30:00.0,Fechamento Interbancário
"1,78871","1,7915","5,68631","5,69661",2004-05-24 17:43:00.0,Fechamento
"1,80678","1,81502","5,71485","5,75906",2004-05-25 09:57:00.0,Abertura
"1,80628","1,81452","5,70784","5,73751",2004-05-25 10:00:00.0,Intermediário
"1,80748","1,81572","5,70802","5,74131",2004-05-25 10:30:00.0,Intermediário
"1,80778","1,81602","5,72343","5,75497",2004-05-25 11:00:00.0,Intermediário
"1,80648","1,81472","5,70306","5,73452",2004-05-25 11:30:00.0,Intermediário
"1,80688","1,81512","5,70071","5,73215",2004-05-25 12:00:00.0,Intermediário
"1,80738","1,81562","5,69867","5,72828",2004-05-25 12:30:00.0,Intermediário
"1,80987","1,81813","5,70109","5,73075",2004-05-25 13:00:00.0,Intermediário
"1,80917","1,81743","5,69889","5,72854",2004-05-25 13:30:00.0,Intermediário
"1,80967","1,81793","5,70046","5,73012",2004-05-25 14:00:00.0,Intermediário
"1,80878","1,81703","5,69766","5,72728",2004-05-25 14:30:00.0,Intermediário
"1,80987","1,81813","5,68842","5,71802",2004-05-25 15:00:00.0,Intermediário
"1,80977","1,81803","5,68811","5,71952",2004-05-25 15:30:00.0,Intermediário
"1,80778","1,81602","5,67101","5,70049",2004-05-25 16:00:00.0,Intermediário
"1,80598","1,81422","5,66536","5,69484",2004-05-25 16:30:00.0,Fechamento Interbancário
"1,81069","1,81351","5,71599","5,72634",2004-05-25 17:41:00.0,Fechamento
"1,81486","1,82314","5,67325","5,71737",2004-05-26 10:00:00.0,Abertura
"1,81536","1,82364","5,68571","5,71711",2004-05-26 10:04:00.0,Intermediário
"1,81357","1,82184","5,70368","5,73333",2004-05-26 10:30:00.0,Intermediário
"1,81297","1,82124","5,69273","5,72416",2004-05-26 11:00:00.0,Intermediário
"1,81127","1,81953","5,7055","5,73698",2004-05-26 11:30:00.0,Intermediário
"1,81037","1,81863","5,71715","5,74687",2004-05-26 12:00:00.0,Intermediário
"1,81157","1,81983","5,71731","5,74884",2004-05-26 12:30:00.0,Intermediário
"1,81037","1,81863","5,75336","5,78688",2004-05-26 13:00:00.0,Intermediário
"1,80878","1,81703","5,7483","5,78179",2004-05-26 13:30:00.0,Intermediário
"1,80927","1,81753","5,74986","5,78338",2004-05-26 14:00:00.0,Intermediário
"1,80957","1,81783","5,75081","5,78434",2004-05-26 14:30:00.0,Intermediário
"1,81187","1,82013","5,74363","5,77345",2004-05-26 15:08:00.0,Intermediário
"1,81187","1,82013","5,74544","5,77709",2004-05-26 15:33:00.0,Intermediário
"1,81227","1,82053","5,72859","5,75834",2004-05-26 16:00:00.0,Intermediário
"1,81107","1,81933","5,7266","5,75636",2004-05-26 16:30:00.0,Fechamento Interbancário
"1,81349","1,81631","5,72374","5,73409",2004-05-26 17:36:00.0,Fechamento
"1,82754","1,83586","5,76772","5,81233",2004-05-27 09:59:00.0,Abertura
"1,82704","1,83536","5,77162","5,80157",2004-05-27 10:00:00.0,Intermediário
"1,83023","1,83857","5,76522","5,79701",2004-05-27 10:30:00.0,Intermediário
"1,82993","1,83827","5,79539","5,82732",2004-05-27 11:00:00.0,Intermediário
"1,82824","1,83657","5,78089","5,81274",2004-05-27 11:30:00.0,Intermediário
"1,83133","1,83967","5,78517","5,81336",2004-05-27 12:00:00.0,Intermediário
"1,83173","1,84007","5,78094","5,81094",2004-05-27 12:30:00.0,Intermediário
"1,83283","1,84118","5,76425","5,79235",2004-05-27 13:00:00.0,Intermediário
"1,83173","1,84007","5,76079","5,78886",2004-05-27 13:30:00.0,Intermediário
"1,83133","1,83967","5,75953","5,7876",2004-05-27 14:00:00.0,Intermediário
"1,83173","1,84007","5,76079","5,78886",2004-05-27 14:30:00.0,Intermediário
"1,83153","1,83987","5,74368","5,77351",2004-05-27 15:00:00.0,Intermediário
"1,83163","1,83997","5,74765","5,77751",2004-05-27 15:30:00.0,Intermediário
"1,83283","1,84118","5,7166","5,74632",2004-05-27 16:00:00.0,Intermediário
"1,83243","1,84077","5,71535","5,74504",2004-05-27 16:30:00.0,Fechamento Interbancário
"1,83758","1,84042","5,79132","5,80174",2004-05-27 17:39:00.0,Fechamento
"1,83462","1,84298","5,67815","5,72245",2004-05-28 09:56:00.0,Abertura
"1,83512","1,84348","5,68887","5,72216",2004-05-28 10:00:00.0,Intermediário
"1,83373","1,84208","5,66989","5,6994",2004-05-28 10:56:00.0,Intermediário
"1,83432","1,84268","5,65704","5,6902",2004-05-28 11:00:00.0,Intermediário
"1,83063","1,83897","5,67129","5,70081",2004-05-28 11:33:00.0,Intermediário
"1,82933","1,83767","5,66544","5,69678",2004-05-28 12:00:00.0,Intermediário
